contract_id,month_index,logins_total,active_users,leads_created,opportunities_created,reports_generated,feature_adoption_score
1477,1,45,9,27,14,9,0.7439640195465176
1477,2,45,9,27,16,9,0.7439640195465176
1477,3,81,9,27,10,0,0.7439640195465176
1477,4,72,9,27,11,0,0.7439640195465176
1477,5,54,9,18,6,18,0.7439640195465176
1477,6,90,9,9,3,9,0.7439640195465176
1477,7,45,9,27,11,9,0.7439640195465176
1478,0,38,19,0,0,19,0.364658922527486
1478,1,190,19,19,11,19,0.364658922527486
1478,2,247,19,19,8,0,0.364658922527486
1478,3,247,19,38,11,19,0.364658922527486
1478,4,171,19,57,25,0,0.364658922527486
1478,5,114,19,19,7,19,0.364658922527486
1479,0,110,10,0,0,0,0.3052925349231598
1479,1,130,10,10,3,10,0.3052925349231598
1479,2,110,10,20,9,0,0.3052925349231598
1479,3,70,10,40,13,0,0.3052925349231598
1479,4,90,10,10,5,20,0.3052925349231598
1480,0,56,7,14,5,0,0.722148163388304
1480,1,49,7,0,0,7,0.722148163388304
1480,2,56,7,14,7,7,0.722148163388304
1480,3,98,7,14,8,0,0.722148163388304
1480,4,49,7,7,4,7,0.722148163388304
1480,5,49,7,14,4,14,0.722148163388304
1481,0,42,6,12,4,6,0.5243996287551727
1481,1,36,6,0,0,18,0.5243996287551727
1481,2,24,6,12,4,6,0.5243996287551727
1481,3,48,6,24,7,6,0.5243996287551727
1481,4,66,6,12,3,0,0.5243996287551727
1481,5,48,6,12,5,0,0.5243996287551727
1481,6,18,6,24,14,6,0.5243996287551727
1481,7,42,6,6,2,0,0.5243996287551727
1481,8,78,6,0,0,6,0.5243996287551727
1481,9,36,6,12,5,0,0.5243996287551727
1481,10,36,6,12,7,0,0.5243996287551727
1481,11,60,6,24,11,0,0.5243996287551727
1481,12,36,6,6,3,6,0.5243996287551727
1481,13,54,6,6,2,12,0.5243996287551727
1482,0,63,9,9,5,9,0.47522633656767443
1482,1,99,9,36,15,9,0.47522633656767443
1482,2,45,9,36,18,18,0.47522633656767443
1482,3,63,9,27,14,9,0.47522633656767443
1482,4,36,9,0,0,27,0.47522633656767443
1482,5,135,9,0,0,0,0.47522633656767443
1482,6,72,9,9,4,9,0.47522633656767443
1482,7,54,9,9,4,18,0.47522633656767443
1483,0,117,13,13,7,0,0.9209481768666694
1483,1,52,13,52,16,0,0.9209481768666694
1483,2,65,13,26,16,13,0.9209481768666694
1483,3,104,13,39,24,0,0.9209481768666694
1483,4,104,13,39,20,13,0.9209481768666694
1483,5,130,13,39,16,26,0.9209481768666694
1483,6,91,13,26,13,0,0.9209481768666694
1483,7,52,13,26,13,0,0.9209481768666694
1483,8,117,13,0,0,26,0.9209481768666694
1483,9,91,13,26,16,26,0.9209481768666694
1483,10,143,13,13,5,0,0.9209481768666694
1484,0,32,4,4,1,4,0.5519080026467894
1484,1,32,4,0,0,8,0.5519080026467894
1484,2,32,4,0,0,12,0.5519080026467894
1484,3,24,4,8,3,4,0.5519080026467894
1484,4,32,4,24,10,4,0.5519080026467894
1485,0,216,24,120,78,0,0.7968746750038324
1485,1,240,24,48,28,24,0.7968746750038324
1485,2,264,24,0,0,24,0.7968746750038324
1485,3,168,24,24,10,0,0.7968746750038324
1486,0,18,2,6,2,2,0.18022154538609164
1486,1,20,2,0,0,4,0.18022154538609164
1486,2,10,2,10,6,6,0.18022154538609164
1486,3,6,2,14,8,2,0.18022154538609164
1486,4,14,2,6,1,4,0.18022154538609164
1486,5,18,2,12,5,0,0.18022154538609164
1487,0,297,27,108,71,54,0.7396520518709173
1487,1,216,27,0,0,0,0.7396520518709173
1487,2,189,27,54,20,27,0.7396520518709173
1487,3,270,27,0,0,27,0.7396520518709173
1488,0,63,7,14,4,7,0.7648214120579115
1488,1,49,7,28,9,7,0.7648214120579115
1488,2,77,7,7,3,0,0.7648214120579115
1488,3,91,7,14,9,7,0.7648214120579115
1488,4,56,7,35,16,7,0.7648214120579115
1489,0,108,12,12,6,24,0.8450713493434538
1489,1,108,12,0,0,0,0.8450713493434538
1489,2,108,12,24,16,24,0.8450713493434538
1489,3,96,12,60,21,0,0.8450713493434538
1489,4,72,12,48,23,12,0.8450713493434538
1489,5,108,12,60,39,0,0.8450713493434538
1489,6,180,12,24,15,36,0.8450713493434538
1490,0,78,6,6,3,6,0.35142332266881876
1490,1,78,6,18,11,0,0.35142332266881876
1490,2,36,6,0,0,6,0.35142332266881876
1490,3,42,6,12,3,12,0.35142332266881876
1490,4,54,6,0,0,0,0.35142332266881876
1490,5,42,6,12,4,6,0.35142332266881876
1490,6,72,6,0,0,0,0.35142332266881876
1490,7,54,6,6,4,6,0.35142332266881876
1490,8,72,6,24,13,6,0.35142332266881876
1491,0,18,2,0,0,2,0.4824657652967035
1491,1,16,2,8,3,2,0.4824657652967035
1491,2,16,2,2,1,2,0.4824657652967035
1491,3,12,2,6,3,2,0.4824657652967035
1491,4,20,2,4,2,2,0.4824657652967035
1491,5,22,2,2,0,0,0.4824657652967035
1492,0,120,15,15,8,30,0.9209481768666694
1492,1,15,15,75,35,15,0.9209481768666694
1492,2,105,15,30,11,0,0.9209481768666694
1492,3,105,15,15,8,15,0.9209481768666694
1492,4,150,15,15,9,15,0.9209481768666694
1492,5,105,15,30,17,0,0.9209481768666694
1492,6,195,15,45,14,15,0.9209481768666694
1493,0,495,45,135,61,45,0.8209980562617514
1493,1,315,45,135,82,0,0.8209980562617514
1494,0,16,4,8,4,0,0.2094595722922625
1494,1,24,4,8,3,4,0.2094595722922625
1494,2,60,4,8,4,0,0.2094595722922625
1494,3,40,4,0,0,4,0.2094595722922625
1494,4,20,4,8,4,4,0.2094595722922625
1495,0,124,31,93,54,93,0.687204995934211
1495,1,248,31,31,16,31,0.687204995934211
1495,2,341,31,62,27,0,0.687204995934211
1495,3,124,31,31,17,62,0.687204995934211
1495,4,186,31,124,73,0,0.687204995934211
1495,5,155,31,93,58,31,0.687204995934211
1495,6,217,31,0,0,0,0.687204995934211
1495,7,310,31,31,15,62,0.687204995934211
1496,0,36,12,12,4,0,0.6880528666632889
1496,1,84,12,36,12,12,0.6880528666632889
1496,2,108,12,36,18,12,0.6880528666632889
1496,3,108,12,24,9,12,0.6880528666632889
1496,4,48,12,36,25,0,0.6880528666632889
1496,5,132,12,12,5,36,0.6880528666632889
1496,6,48,12,24,11,12,0.6880528666632889
1496,7,84,12,24,10,0,0.6880528666632889
1496,8,60,12,24,16,0,0.6880528666632889
1496,9,72,12,132,67,12,0.6880528666632889
1497,0,25,5,25,15,0,0.6241672266370188
1497,1,15,5,5,2,0,0.6241672266370188
1497,2,35,5,0,0,10,0.6241672266370188
1497,3,30,5,0,0,15,0.6241672266370188
1497,4,35,5,0,0,5,0.6241672266370188
1497,5,50,5,5,3,5,0.6241672266370188
1497,6,40,5,25,8,0,0.6241672266370188
1497,7,10,5,0,0,5,0.6241672266370188
1497,8,40,5,0,0,0,0.6241672266370188
1498,0,198,33,66,44,33,0.471396303738732
1498,1,99,33,66,36,0,0.471396303738732
1498,2,231,33,66,34,99,0.471396303738732
1498,3,231,33,33,18,33,0.471396303738732
1498,4,264,33,33,15,33,0.471396303738732
1499,0,60,10,30,9,0,0.4851230534758911
1499,1,100,10,10,6,20,0.4851230534758911
1499,2,80,10,40,21,0,0.4851230534758911
1499,3,90,10,30,9,30,0.4851230534758911
1499,4,60,10,10,4,0,0.4851230534758911
1499,5,40,10,40,24,40,0.4851230534758911
1499,6,30,10,20,13,20,0.4851230534758911
1499,7,70,10,20,9,0,0.4851230534758911
1499,8,120,10,0,0,20,0.4851230534758911
1500,0,27,9,27,18,0,0.7907004187822608
1500,1,54,9,18,7,9,0.7907004187822608
1500,2,54,9,36,18,9,0.7907004187822608
1500,3,45,9,36,15,18,0.7907004187822608
1500,4,81,9,9,3,18,0.7907004187822608
1500,5,90,9,18,10,9,0.7907004187822608
1500,6,108,9,9,6,0,0.7907004187822608
1500,7,72,9,36,17,36,0.7907004187822608
1501,0,110,10,40,17,0,0.5860310261896539
1501,1,80,10,30,9,20,0.5860310261896539
1501,2,40,10,10,3,0,0.5860310261896539
1501,3,90,10,30,20,10,0.5860310261896539
1501,4,90,10,30,15,20,0.5860310261896539
1501,5,70,10,10,3,20,0.5860310261896539
1502,0,48,6,6,3,6,0.4102726045916119
1502,1,48,6,18,6,0,0.4102726045916119
1502,2,36,6,18,9,6,0.4102726045916119
1503,0,40,5,5,2,0,0.571941013278876
1503,1,45,5,10,6,5,0.571941013278876
1503,2,40,5,0,0,10,0.571941013278876
1503,3,30,5,15,7,0,0.571941013278876
1503,4,50,5,10,3,0,0.571941013278876
1503,5,45,5,10,5,10,0.571941013278876
1504,0,400,50,50,16,0,0.795049820759388
1504,1,250,50,300,168,0,0.795049820759388
1504,2,100,50,100,32,50,0.795049820759388
1504,3,500,50,100,49,50,0.795049820759388
1505,0,84,7,28,9,14,0.5248922455287595
1505,1,77,7,28,16,7,0.5248922455287595
1505,2,56,7,35,18,14,0.5248922455287595
1505,3,70,7,14,8,0,0.5248922455287595
1505,4,126,7,21,10,7,0.5248922455287595
1505,5,42,7,28,18,7,0.5248922455287595
1505,6,28,7,7,3,0,0.5248922455287595
1505,7,70,7,14,6,0,0.5248922455287595
1506,0,42,6,6,4,0,0.2681280765514279
1506,1,84,6,18,12,6,0.2681280765514279
1506,2,42,6,6,2,0,0.2681280765514279
1506,3,36,6,0,0,0,0.2681280765514279
1506,4,42,6,12,6,12,0.2681280765514279
1506,5,30,6,30,20,6,0.2681280765514279
1506,6,48,6,18,12,6,0.2681280765514279
1506,7,60,6,0,0,0,0.2681280765514279
1506,8,48,6,12,4,0,0.2681280765514279
1506,9,66,6,0,0,18,0.2681280765514279
1507,0,130,13,52,33,13,0.35964808758362915
1507,1,91,13,0,0,0,0.35964808758362915
1507,2,65,13,13,4,0,0.35964808758362915
1507,3,104,13,39,12,13,0.35964808758362915
1507,4,143,13,13,7,13,0.35964808758362915
1507,5,130,13,13,8,0,0.35964808758362915
1507,6,130,13,26,8,0,0.35964808758362915
1507,7,104,13,0,0,52,0.35964808758362915
1508,0,72,8,16,7,8,0.26844440883339193
1508,1,56,8,8,3,8,0.26844440883339193
1508,2,32,8,16,10,8,0.26844440883339193
1508,3,48,8,8,2,8,0.26844440883339193
1508,4,48,8,16,8,32,0.26844440883339193
1508,5,56,8,24,16,8,0.26844440883339193
1508,6,32,8,16,6,32,0.26844440883339193
1508,7,56,8,16,4,0,0.26844440883339193
1509,0,24,6,12,7,0,0.4639724429408928
1509,1,42,6,6,1,18,0.4639724429408928
1509,2,72,6,30,13,12,0.4639724429408928
1509,3,66,6,6,3,6,0.4639724429408928
1509,4,66,6,24,14,6,0.4639724429408928
1509,5,78,6,0,0,6,0.4639724429408928
1510,0,0,0,0,0,0,0.11514493971536677
1510,1,0,0,0,0,0,0.11514493971536677
1510,2,0,0,0,0,0,0.11514493971536677
1510,3,0,0,0,0,0,0.11514493971536677
1510,4,0,0,0,0,0,0.11514493971536677
1510,5,0,0,0,0,0,0.11514493971536677
1510,6,0,0,0,0,0,0.11514493971536677
1510,7,0,0,0,0,0,0.11514493971536677
1510,8,0,0,0,0,0,0.11514493971536677
1510,9,0,0,0,0,0,0.11514493971536677
1510,10,0,0,0,0,0,0.11514493971536677
1511,0,60,6,12,5,0,0.4467060003686877
1511,1,60,6,6,2,18,0.4467060003686877
1511,2,42,6,0,0,6,0.4467060003686877
1511,3,48,6,18,11,0,0.4467060003686877
1511,4,60,6,0,0,6,0.4467060003686877
1511,5,54,6,12,4,0,0.4467060003686877
1511,6,78,6,18,12,18,0.4467060003686877
1511,7,48,6,30,20,18,0.4467060003686877
1511,8,30,6,24,9,6,0.4467060003686877
1512,0,77,11,77,46,0,0.692647480412781
1512,1,77,11,22,14,0,0.692647480412781
1512,2,88,11,22,9,33,0.692647480412781
1512,3,77,11,11,6,22,0.692647480412781
1512,4,88,11,11,6,11,0.692647480412781
1512,5,77,11,22,10,11,0.692647480412781
1513,0,54,6,6,2,6,0.4410705033966568
1513,1,42,6,18,11,6,0.4410705033966568
1513,2,30,6,6,3,6,0.4410705033966568
1513,3,48,6,0,0,6,0.4410705033966568
1513,4,24,6,0,0,0,0.4410705033966568
1513,5,30,6,12,5,0,0.4410705033966568
1513,6,54,6,24,10,0,0.4410705033966568
1514,0,108,9,0,0,9,0.7049796714837858
1514,1,54,9,54,18,0,0.7049796714837858
1514,2,81,9,9,3,9,0.7049796714837858
1514,3,54,9,36,18,9,0.7049796714837858
1514,4,90,9,9,5,0,0.7049796714837858
1514,5,36,9,27,12,9,0.7049796714837858
1514,6,36,9,9,5,27,0.7049796714837858
1514,7,81,9,0,0,9,0.7049796714837858
1515,0,80,8,8,2,0,0.27589351972789733
1515,1,96,8,24,15,0,0.27589351972789733
1515,2,56,8,0,0,0,0.27589351972789733
1515,3,48,8,8,2,0,0.27589351972789733
1515,4,72,8,16,10,8,0.27589351972789733
1515,5,32,8,16,7,8,0.27589351972789733
1515,6,56,8,0,0,0,0.27589351972789733
1515,7,64,8,8,5,0,0.27589351972789733
1515,8,72,8,40,14,8,0.27589351972789733
1516,0,329,47,141,44,47,0.5663686067188008
1516,1,282,47,0,0,94,0.5663686067188008
1516,2,376,47,0,0,47,0.5663686067188008
1517,0,957,87,348,144,0,0.7452869604930948
1517,1,522,87,261,125,87,0.7452869604930948
1517,2,435,87,261,87,0,0.7452869604930948
1517,3,870,87,174,93,87,0.7452869604930948
1517,4,609,87,87,35,174,0.7452869604930948
1517,5,174,87,174,80,0,0.7452869604930948
1518,0,56,14,14,6,0,0.8270186778782082
1518,1,126,14,56,17,0,0.8270186778782082
1518,2,98,14,28,11,0,0.8270186778782082
1518,3,112,14,0,0,28,0.8270186778782082
1518,4,196,14,84,42,14,0.8270186778782082
1519,0,42,7,7,4,7,0.231852942713042
1519,1,56,7,28,15,7,0.231852942713042
1519,2,91,7,7,3,0,0.231852942713042
1519,3,49,7,7,3,14,0.231852942713042
1519,4,42,7,14,5,7,0.231852942713042
1519,5,70,7,28,12,7,0.231852942713042
1519,6,105,7,14,4,35,0.231852942713042
1519,7,35,7,7,4,7,0.231852942713042
1520,0,90,10,20,9,10,0.655967688258742
1520,1,50,10,20,13,0,0.655967688258742
1520,2,150,10,20,6,0,0.655967688258742
1520,3,90,10,20,10,10,0.655967688258742
1520,4,90,10,40,20,10,0.655967688258742
1520,5,90,10,30,16,10,0.655967688258742
1520,6,110,10,10,4,10,0.655967688258742
1520,7,90,10,30,14,10,0.655967688258742
1521,0,105,7,21,14,0,0.5525594790546301
1521,1,56,7,14,9,0,0.5525594790546301
1521,2,70,7,14,7,14,0.5525594790546301
1521,3,49,7,21,12,0,0.5525594790546301
1521,4,70,7,7,3,7,0.5525594790546301
1521,5,56,7,21,10,0,0.5525594790546301
1522,0,152,19,76,39,0,0.701907710569567
1522,1,133,19,57,29,95,0.701907710569567
1522,2,209,19,19,6,19,0.701907710569567
1522,3,95,19,19,6,76,0.701907710569567
1522,4,190,19,0,0,0,0.701907710569567
1522,5,57,19,57,35,57,0.701907710569567
1522,6,190,19,76,24,19,0.701907710569567
1522,7,228,19,19,12,19,0.701907710569567
1522,8,114,19,0,0,38,0.701907710569567
1523,0,48,4,0,0,8,0.30010588056047943
1523,1,16,4,8,3,4,0.30010588056047943
1523,2,20,4,0,0,8,0.30010588056047943
1523,3,32,4,28,11,0,0.30010588056047943
1523,4,44,4,16,7,0,0.30010588056047943
1523,5,24,4,8,3,4,0.30010588056047943
1523,6,52,4,4,2,0,0.30010588056047943
1523,7,28,4,4,2,0,0.30010588056047943
1523,8,32,4,4,2,0,0.30010588056047943
1523,9,52,4,12,7,4,0.30010588056047943
1523,10,40,4,8,5,0,0.30010588056047943
1523,11,28,4,4,1,8,0.30010588056047943
1524,0,27,3,6,3,3,0.3856274503716671
1524,1,21,3,9,4,0,0.3856274503716671
1524,2,39,3,3,1,0,0.3856274503716671
1524,3,33,3,9,4,3,0.3856274503716671
1524,4,30,3,6,3,0,0.3856274503716671
1525,0,153,17,34,21,0,0.34033842126961555
1525,1,102,17,17,11,0,0.34033842126961555
1525,2,153,17,17,9,17,0.34033842126961555
1525,3,187,17,17,7,34,0.34033842126961555
1525,4,170,17,51,32,0,0.34033842126961555
1525,5,136,17,85,50,0,0.34033842126961555
1525,6,221,17,0,0,0,0.34033842126961555
1525,7,85,17,17,6,34,0.34033842126961555
1525,8,68,17,17,9,0,0.34033842126961555
1526,0,133,19,19,9,0,0.31038987254954054
1526,1,57,19,57,35,0,0.31038987254954054
1526,2,152,19,0,0,0,0.31038987254954054
1526,3,190,19,38,12,38,0.31038987254954054
1526,4,171,19,19,6,0,0.31038987254954054
1526,5,114,19,0,0,38,0.31038987254954054
1526,6,114,19,57,26,19,0.31038987254954054
1526,7,152,19,0,0,19,0.31038987254954054
1527,0,308,28,112,53,0,0.6175069465548412
1527,1,252,28,84,52,28,0.6175069465548412
1527,2,196,28,84,39,112,0.6175069465548412
1527,3,168,28,112,52,0,0.6175069465548412
1527,4,140,28,56,21,0,0.6175069465548412
1527,5,280,28,56,22,56,0.6175069465548412
1527,6,196,28,56,32,0,0.6175069465548412
1527,7,336,28,28,19,28,0.6175069465548412
1528,0,168,12,48,22,12,0.27175708959855754
1528,1,96,12,12,4,24,0.27175708959855754
1528,2,36,12,24,15,48,0.27175708959855754
1528,3,108,12,12,3,12,0.27175708959855754
1528,4,96,12,24,9,0,0.27175708959855754
1528,5,96,12,12,5,0,0.27175708959855754
1528,6,48,12,12,3,0,0.27175708959855754
1528,7,36,12,24,16,24,0.27175708959855754
1529,0,0,0,0,0,0,0.10679588565392438
1529,1,0,0,0,0,0,0.10679588565392438
1529,2,0,0,0,0,0,0.10679588565392438
1529,3,0,0,0,0,0,0.10679588565392438
1529,4,0,0,0,0,0,0.10679588565392438
1529,5,0,0,0,0,0,0.10679588565392438
1529,6,0,0,0,0,0,0.10679588565392438
1529,7,0,0,0,0,0,0.10679588565392438
1530,0,20,4,0,0,0,0.20827671966582628
1530,1,32,4,20,7,4,0.20827671966582628
1530,2,28,4,8,4,0,0.20827671966582628
1530,3,52,4,16,10,4,0.20827671966582628
1530,4,32,4,0,0,4,0.20827671966582628
1530,5,32,4,20,6,0,0.20827671966582628
1530,6,52,4,0,0,8,0.20827671966582628
1530,7,44,4,8,5,0,0.20827671966582628
1530,8,32,4,8,4,4,0.20827671966582628
1530,9,28,4,8,5,4,0.20827671966582628
1530,10,24,4,12,4,0,0.20827671966582628
1530,11,24,4,20,11,0,0.20827671966582628
1530,12,24,4,16,10,8,0.20827671966582628
1530,13,32,4,4,2,0,0.20827671966582628
1531,0,81,9,27,14,18,0.3737775726660118
1531,1,81,9,0,0,0,0.3737775726660118
1531,2,135,9,18,12,0,0.3737775726660118
1531,3,72,9,27,14,18,0.3737775726660118
1532,0,1225,245,735,441,735,0.7421402150187161
1532,1,1470,245,490,329,735,0.7421402150187161
1532,2,1225,245,735,227,245,0.7421402150187161
1532,3,1225,245,735,341,0,0.7421402150187161
1533,0,72,6,6,3,0,0.6641744408833696
1533,1,36,6,12,6,0,0.6641744408833696
1533,2,42,6,6,3,6,0.6641744408833696
1533,3,36,6,24,14,6,0.6641744408833696
1533,4,42,6,18,6,12,0.6641744408833696
1533,5,36,6,0,0,0,0.6641744408833696
1533,6,60,6,12,5,0,0.6641744408833696
1533,7,48,6,24,11,0,0.6641744408833696
1533,8,36,6,6,2,6,0.6641744408833696
1534,0,91,7,21,8,14,0.6259890224743064
1534,1,105,7,28,16,0,0.6259890224743064
1534,2,77,7,14,7,7,0.6259890224743064
1534,3,35,7,7,4,0,0.6259890224743064
1535,0,99,11,33,18,22,0.6403934249461771
1535,1,66,11,11,5,0,0.6403934249461771
1535,2,88,11,22,7,0,0.6403934249461771
1535,3,121,11,33,13,0,0.6403934249461771
1535,4,33,11,0,0,11,0.6403934249461771
1535,5,121,11,11,5,0,0.6403934249461771
1536,0,102,17,51,33,0,0.7581975340949522
1536,1,170,17,17,7,17,0.7581975340949522
1536,2,170,17,17,7,0,0.7581975340949522
1536,3,153,17,34,18,0,0.7581975340949522
1536,4,153,17,51,17,17,0.7581975340949522
1536,5,153,17,17,7,0,0.7581975340949522
1536,6,85,17,34,11,51,0.7581975340949522
1537,0,48,6,12,6,0,0.5586326447008294
1537,1,60,6,6,2,6,0.5586326447008294
1537,2,78,6,6,3,12,0.5586326447008294
1537,3,42,6,18,8,12,0.5586326447008294
1537,4,24,6,18,7,6,0.5586326447008294
1537,5,54,6,18,9,18,0.5586326447008294
1538,0,144,18,18,8,54,0.7867556132730792
1538,1,108,18,18,11,18,0.7867556132730792
1538,2,108,18,54,29,36,0.7867556132730792
1539,0,120,12,0,0,24,0.7414736106509877
1539,1,96,12,48,19,0,0.7414736106509877
1539,2,132,12,12,4,12,0.7414736106509877
1539,3,132,12,60,26,0,0.7414736106509877
1539,4,48,12,12,5,0,0.7414736106509877
1539,5,108,12,12,6,48,0.7414736106509877
1539,6,60,12,36,18,0,0.7414736106509877
1540,0,100,10,20,6,10,0.22778801792706832
1540,1,40,10,20,8,10,0.22778801792706832
1540,2,110,10,0,0,0,0.22778801792706832
1540,3,70,10,10,4,20,0.22778801792706832
1540,4,110,10,30,12,0,0.22778801792706832
1540,5,40,10,20,7,10,0.22778801792706832
1540,6,90,10,0,0,0,0.22778801792706832
1540,7,50,10,50,32,0,0.22778801792706832
1540,8,90,10,10,5,10,0.22778801792706832
1540,9,110,10,0,0,10,0.22778801792706832
1541,0,102,17,51,19,34,0.33187308905284285
1541,1,187,17,34,18,17,0.33187308905284285
1541,2,68,17,17,7,34,0.33187308905284285
1541,3,119,17,17,5,17,0.33187308905284285
1541,4,102,17,17,6,0,0.33187308905284285
1541,5,51,17,34,19,0,0.33187308905284285
1541,6,153,17,17,11,17,0.33187308905284285
1542,0,91,13,26,14,13,0.47600347456851444
1542,1,78,13,26,11,13,0.47600347456851444
1542,2,117,13,13,8,26,0.47600347456851444
1542,3,39,13,13,4,0,0.47600347456851444
1542,4,78,13,52,21,52,0.47600347456851444
1543,0,16,4,8,3,8,0.47619412974256886
1543,1,40,4,4,1,12,0.47619412974256886
1543,2,32,4,0,0,0,0.47619412974256886
1543,3,20,4,0,0,4,0.47619412974256886
1543,4,44,4,4,1,4,0.47619412974256886
1543,5,24,4,12,5,8,0.47619412974256886
1543,6,40,4,4,1,0,0.47619412974256886
1543,7,40,4,4,1,4,0.47619412974256886
1544,0,28,4,12,4,8,0.27900572635517895
1544,1,28,4,12,7,0,0.27900572635517895
1544,2,52,4,16,10,0,0.27900572635517895
1544,3,16,4,0,0,0,0.27900572635517895
1544,4,44,4,12,7,0,0.27900572635517895
1544,5,36,4,4,2,4,0.27900572635517895
1544,6,28,4,8,4,0,0.27900572635517895
1544,7,40,4,8,4,4,0.27900572635517895
1545,0,35,7,14,8,7,0.5632643203132683
1545,1,35,7,21,10,14,0.5632643203132683
1545,2,63,7,7,4,7,0.5632643203132683
1545,3,70,7,42,17,14,0.5632643203132683
1545,4,49,7,14,9,7,0.5632643203132683
1545,5,35,7,28,11,14,0.5632643203132683
1546,0,160,16,16,8,0,0.5838252361668882
1546,1,96,16,32,19,16,0.5838252361668882
1546,2,160,16,48,26,16,0.5838252361668882
1546,3,208,16,16,10,0,0.5838252361668882
1546,4,96,16,32,17,0,0.5838252361668882
1546,5,96,16,48,18,16,0.5838252361668882
1546,6,64,16,0,0,0,0.5838252361668882
1546,7,208,16,16,8,0,0.5838252361668882
1547,0,77,7,14,5,0,0.5013109219257458
1547,1,56,7,14,9,0,0.5013109219257458
1547,2,70,7,7,4,0,0.5013109219257458
1547,3,28,7,21,9,14,0.5013109219257458
1547,4,56,7,7,4,7,0.5013109219257458
1547,5,63,7,0,0,7,0.5013109219257458
1548,0,27,9,9,6,0,0.8683200374835377
1548,1,45,9,27,12,9,0.8683200374835377
1548,2,90,9,63,23,0,0.8683200374835377
1548,3,63,9,18,6,0,0.8683200374835377
1548,4,90,9,9,5,9,0.8683200374835377
1548,5,63,9,9,3,18,0.8683200374835377
1548,6,72,9,9,5,36,0.8683200374835377
1548,7,72,9,36,11,0,0.8683200374835377
1549,0,18,3,3,1,6,0.2094595722922625
1549,1,36,3,3,1,3,0.2094595722922625
1549,2,30,3,3,1,3,0.2094595722922625
1549,3,18,3,12,8,0,0.2094595722922625
1549,4,30,3,3,1,3,0.2094595722922625
1549,5,27,3,6,2,3,0.2094595722922625
1549,6,24,3,9,4,0,0.2094595722922625
1549,7,27,3,12,5,3,0.2094595722922625
1549,8,27,3,9,5,0,0.2094595722922625
1550,0,108,12,48,16,0,0.5838252361668882
1550,1,108,12,24,11,24,0.5838252361668882
1550,2,60,12,12,4,0,0.5838252361668882
1550,3,96,12,0,0,12,0.5838252361668882
1550,4,96,12,36,19,36,0.5838252361668882
1550,5,60,12,0,0,24,0.5838252361668882
1550,6,180,12,24,11,36,0.5838252361668882
1550,7,96,12,24,8,0,0.5838252361668882
1551,0,144,16,32,19,0,0.9382063419306547
1552,0,40,4,4,2,0,0.3856274503716671
1552,1,28,4,4,1,4,0.3856274503716671
1552,2,16,4,20,10,12,0.3856274503716671
1552,3,32,4,8,2,0,0.3856274503716671
1552,4,40,4,0,0,8,0.3856274503716671
1552,5,32,4,8,5,8,0.3856274503716671
1553,0,48,6,6,1,0,0.60179057785461
1553,1,66,6,12,7,12,0.60179057785461
1553,2,24,6,12,7,12,0.60179057785461
1553,3,36,6,6,3,0,0.60179057785461
1553,4,54,6,12,6,6,0.60179057785461
1553,5,60,6,6,4,6,0.60179057785461
1553,6,66,6,0,0,6,0.60179057785461
1553,7,36,6,6,4,12,0.60179057785461
1553,8,30,6,24,10,6,0.60179057785461
1553,9,42,6,0,0,12,0.60179057785461
1553,10,78,6,12,6,0,0.60179057785461
1553,11,66,6,18,10,6,0.60179057785461
1553,12,36,6,12,3,12,0.60179057785461
1553,13,42,6,0,0,6,0.60179057785461
1553,14,48,6,12,7,12,0.60179057785461
1554,0,91,13,13,5,26,0.657055796234607
1554,1,91,13,78,53,13,0.657055796234607
1554,2,182,13,13,7,0,0.657055796234607
1554,3,91,13,0,0,0,0.657055796234607
1554,4,130,13,26,10,13,0.657055796234607
1555,0,77,11,11,3,11,0.7508782674639211
1555,1,66,11,22,7,0,0.7508782674639211
1555,2,99,11,11,6,11,0.7508782674639211
1555,3,88,11,33,17,44,0.7508782674639211
1555,4,66,11,11,5,11,0.7508782674639211
1556,0,80,10,10,4,30,0.44941233413363313
1556,1,80,10,10,3,0,0.44941233413363313
1556,2,50,10,20,7,0,0.44941233413363313
1556,3,70,10,50,26,20,0.44941233413363313
1556,4,50,10,0,0,20,0.44941233413363313
1556,5,50,10,20,12,10,0.44941233413363313
1556,6,60,10,20,6,10,0.44941233413363313
1556,7,80,10,20,7,20,0.44941233413363313
1556,8,100,10,10,3,10,0.44941233413363313
1556,9,100,10,10,5,10,0.44941233413363313
1557,0,49,7,35,21,14,0.8993891427497808
1557,1,28,7,7,2,21,0.8993891427497808
1557,2,70,7,0,0,0,0.8993891427497808
1557,3,70,7,7,2,0,0.8993891427497808
1557,4,56,7,7,2,0,0.8993891427497808
1557,5,70,7,21,8,7,0.8993891427497808
1558,0,5,1,4,2,2,0.2485547938997818
1558,1,11,1,1,0,2,0.2485547938997818
1558,2,3,1,1,0,0,0.2485547938997818
1558,3,6,1,2,0,0,0.2485547938997818
1558,4,5,1,1,0,1,0.2485547938997818
1558,5,9,1,3,1,2,0.2485547938997818
1558,6,9,1,1,0,1,0.2485547938997818
1559,0,154,14,84,34,0,0.5944541726873601
1559,1,140,14,42,29,28,0.5944541726873601
1559,2,70,14,0,0,0,0.5944541726873601
1559,3,98,14,28,9,14,0.5944541726873601
