contract_id,seats_start,logins_total,active_users,renewed,seat_change
792,14,106.85714285714286,11.0,1,3
793,64,333.3333333333333,40.0,1,-8
794,31,134.4,21.0,1,10
795,55,39.285714285714285,5.0,0,7
796,34,61.714285714285715,8.0,0,9
797,18,130.0,15.0,1,0
798,51,330.0,40.0,1,5
799,13,74.8,11.0,1,-1
800,10,27.0,3.0,0,1
801,27,108.75,15.0,1,8
802,86,131.66666666666666,15.0,1,1
803,70,260.0,24.0,1,17
804,19,29.4,3.0,0,9
805,20,32.0,4.0,1,9
806,16,85.5,12.0,1,0
807,16,51.625,7.0,0,5
808,11,25.6,4.0,1,0
809,8,11.0,2.0,0,2
810,7,0.0,0.0,0,1
811,27,136.0,16.0,1,1
812,57,244.2,33.0,1,11
813,8,9.125,1.0,1,1
814,6,0.0,0.0,0,2
815,16,26.625,3.0,0,4
816,7,15.4,2.0,1,1
817,29,103.07142857142857,13.0,1,-2
818,115,191.66666666666666,23.0,1,49
819,11,7.222222222222222,1.0,1,-1
820,18,60.2,7.0,1,2
821,7,7.5,1.0,0,0
822,12,0.0,0.0,0,5
823,28,66.28571428571429,8.0,1,6
824,13,90.75,11.0,1,1
825,40,243.0,27.0,0,-6
826,20,25.875,3.0,0,2
827,10,74.0,8.0,1,0
828,50,224.0,28.0,1,-4
829,50,264.72727272727275,28.0,1,-6
830,15,24.0,3.0,1,7
831,40,288.0,32.0,1,-2
832,14,86.0,10.0,0,6
833,26,123.75,15.0,1,0
834,20,91.66666666666667,11.0,0,1
835,33,139.5,18.0,1,6
836,9,14.0,2.0,1,-1
837,110,504.0,72.0,1,0
838,29,178.1818181818182,20.0,1,6
839,36,313.14285714285717,32.0,1,1
840,24,188.0,20.0,1,0
841,9,50.75,7.0,0,0
842,54,83.55555555555556,8.0,0,16
843,8,28.285714285714285,3.0,0,-1
844,40,107.33333333333333,14.0,1,6
845,21,160.0,16.0,1,3
846,10,33.714285714285715,4.0,0,0
847,385,1268.5,172.0,1,33
848,7,35.0,5.0,0,3
849,35,115.5,14.0,1,4
850,10,24.5,3.0,1,3
851,8,20.0,3.0,1,2
852,10,35.625,5.0,1,0
853,15,134.0,14.0,1,7
854,17,78.0,12.0,1,2
855,36,54.0,7.0,1,1
856,46,162.75,21.0,1,14
857,19,96.77777777777777,13.0,0,7
858,29,103.5,12.0,0,12
859,30,40.0,5.0,1,-2
860,9,37.714285714285715,6.0,1,1
861,66,483.3333333333333,58.0,1,0
862,17,15.0,2.0,1,1
863,21,73.77777777777777,8.0,1,-3
864,48,239.25,29.0,1,10
865,68,118.125,15.0,1,0
866,17,112.66666666666667,13.0,0,0
867,77,125.33333333333333,16.0,1,5
868,20,38.5,4.0,0,-3
869,19,85.0,10.0,1,7
870,95,406.0,42.0,1,34
871,11,46.5,6.0,0,4
872,13,39.6,6.0,0,2
873,23,158.33333333333334,19.0,1,0
874,57,161.5,19.0,1,16
875,5,24.0,3.0,0,0
876,19,46.0,6.0,1,-3
877,12,90.2,11.0,1,3
878,82,272.0,32.0,1,14
879,395,1883.0,269.0,1,-11
880,10,44.0,5.0,0,0
881,29,108.0,12.0,1,11
882,8,24.0,3.0,1,0
883,36,79.2,12.0,1,-4
884,39,278.6666666666667,33.0,1,17
885,10,61.333333333333336,8.0,0,4
886,25,173.33333333333334,20.0,1,0
887,13,21.75,3.0,0,-2
888,43,329.14285714285717,32.0,1,1
889,15,96.0,12.0,0,0
890,13,25.8,3.0,1,5
891,121,487.14285714285717,62.0,1,50
892,16,52.5,7.0,0,7
893,7,8.11111111111111,1.0,0,1
894,23,106.6,13.0,1,4
895,74,292.5,45.0,1,21
896,11,37.142857142857146,4.0,1,0
897,17,119.6,13.0,1,-2
898,52,100.0,14.0,1,1
899,103,414.0,69.0,1,36
900,62,300.3333333333333,34.0,1,19
901,20,89.375,11.0,1,4
902,14,24.6,3.0,0,3
903,27,163.63636363636363,20.0,0,-2
904,17,99.0,11.0,1,6
905,12,43.5,6.0,1,0
906,14,99.0,11.0,0,3
907,16,80.4,12.0,1,3
908,12,27.0,3.0,0,-1
909,42,66.6,9.0,1,-3
910,15,54.92307692307692,7.0,0,1
911,87,260.0,26.0,1,29
912,12,7.625,1.0,0,2
913,42,139.125,21.0,1,20
914,79,385.7142857142857,60.0,1,-12
915,30,23.25,3.0,0,-4
916,23,44.375,5.0,0,10
917,15,57.0,9.0,0,-1
918,17,65.77777777777777,8.0,1,6
919,11,15.333333333333334,2.0,0,0
920,44,270.0,35.0,1,8
921,15,44.8,8.0,1,0
922,43,45.42857142857143,6.0,0,16
923,27,58.8,7.0,0,11
924,407,2625.5555555555557,278.0,1,-4
925,28,218.4,21.0,1,-2
926,42,137.5,22.0,1,10
927,30,56.0,9.0,1,-2
928,61,429.3333333333333,56.0,1,26
929,24,105.0,15.0,1,0
930,43,93.33333333333333,14.0,1,-1
931,23,83.0,11.0,0,7
932,12,39.166666666666664,5.0,1,3
933,60,123.0,15.0,1,22
934,14,30.857142857142858,4.0,0,1
935,52,415.125,41.0,1,13
936,23,107.33333333333333,14.0,1,0
937,336,1712.5714285714287,222.0,1,-65
938,60,86.16666666666667,11.0,1,20
939,40,302.5,33.0,1,-4
940,20,123.5,13.0,1,6
941,8,62.0,7.0,0,1
942,9,30.181818181818183,4.0,1,-1
943,14,26.25,3.0,0,6
944,11,42.5,5.0,1,4
945,62,133.33333333333334,20.0,1,12
946,13,103.33333333333333,10.0,0,-1
947,32,48.0,6.0,0,-1
948,13,80.14285714285714,11.0,1,4
949,13,60.0,10.0,1,2
950,37,142.5,19.0,1,7
951,11,40.0,5.0,0,1
952,32,125.625,15.0,1,0
953,8,42.0,4.0,1,2
954,12,32.0,4.0,0,1
955,14,39.6,6.0,1,2
956,12,47.25,6.0,0,3
957,58,117.85714285714286,15.0,1,4
958,15,19.09090909090909,3.0,0,3
959,8,42.0,6.0,1,3
960,35,14.0,2.0,0,5
961,13,64.5,9.0,0,5
962,15,37.5,5.0,1,3
963,15,50.0,6.0,1,5
964,30,79.5,12.0,1,-3
965,14,18.5,2.0,0,0
966,17,19.333333333333332,2.0,0,-1
967,42,0.0,0.0,0,10
968,33,182.4,19.0,1,10
969,36,116.0,16.0,1,14
970,18,82.5,11.0,1,0
971,31,240.5,26.0,1,0
972,14,70.0,9.0,0,4
973,9,62.0,6.0,1,0
974,43,600.0,40.0,1,4
975,25,56.0,8.0,0,-2
976,49,179.16666666666666,25.0,1,14
977,12,103.71428571428571,11.0,1,-1
978,16,57.333333333333336,8.0,1,-1
979,52,344.0,43.0,1,23
980,34,227.77777777777777,25.0,1,-5
981,12,76.66666666666667,10.0,1,0
982,40,112.0,14.0,1,1
983,27,55.5,6.0,0,5
984,157,1140.0,133.0,1,31
985,19,16.0,2.0,1,-2
986,9,20.4,3.0,0,0
987,11,37.22222222222222,5.0,0,0
988,24,189.75,22.0,1,8
989,202,368.5,67.0,1,17
990,11,30.666666666666668,4.0,1,3
991,21,69.0,10.0,1,6
992,8,22.2,3.0,1,0
993,28,91.0,13.0,1,2
994,39,408.0,34.0,1,1
995,103,762.6666666666666,88.0,1,32
996,43,83.7,9.0,1,-6
997,11,31.0,3.0,0,3
998,25,162.0,18.0,0,-1
999,7,30.5,5.0,0,0
1000,28,113.75,13.0,1,10
1001,9,30.666666666666668,3.0,0,0
1002,44,262.5,35.0,1,-5
1003,19,96.0,8.0,0,7
1004,59,327.75,38.0,1,12
1005,127,630.0,90.0,1,-1
1006,20,22.666666666666668,4.0,1,-1
1007,12,32.0,4.0,1,-2
1008,15,23.4,3.0,0,6
1009,27,16.571428571428573,2.0,0,10
1010,69,388.6,58.0,1,-4
1011,7,17.2,2.0,0,1
1012,20,40.0,5.0,0,9
1013,58,203.0,29.0,1,-6
1014,16,37.09090909090909,4.0,1,5
1015,26,34.0,5.0,1,-1
1016,37,84.7,11.0,1,-6
1017,27,84.0,12.0,1,10
1018,38,156.33333333333334,21.0,1,0
1019,38,132.57142857142858,16.0,1,8
1020,31,74.7,9.0,1,12
1021,18,102.4,16.0,1,0
1022,37,265.8333333333333,29.0,1,16
1023,6,20.571428571428573,3.0,0,0
1024,20,51.0,7.0,0,9
1025,89,227.85714285714286,29.0,1,28
1026,24,67.2,8.0,0,6
1027,37,72.0,12.0,0,0
1028,21,18.857142857142858,2.0,0,2
1029,12,55.3,7.0,1,2
1030,16,22.5,5.0,1,6
1031,39,151.42857142857142,20.0,1,0
1032,18,59.2,8.0,0,7
1033,25,97.71428571428571,12.0,1,9
1034,43,365.0,40.0,1,14
1035,25,99.75,14.0,1,2
1036,13,55.5,6.0,1,1
1037,33,160.28571428571428,22.0,1,1
1038,14,35.45454545454545,5.0,0,5
1039,34,211.28571428571428,29.0,1,11
1040,34,90.66666666666667,17.0,1,4
1041,41,166.25,19.0,0,12
1042,26,34.5,6.0,1,7
1043,6,29.666666666666668,4.0,0,0
1044,65,34.44444444444444,5.0,1,29
1045,44,109.2,14.0,1,-8
1046,82,290.0,45.0,1,37
1047,61,543.25,53.0,1,-8
1048,10,57.27272727272727,7.0,1,4
1049,16,59.111111111111114,7.0,1,0
1050,8,42.666666666666664,6.0,0,2
1051,43,120.0,16.0,1,15
1052,5,0.0,0.0,1,0
1053,10,23.571428571428573,3.0,1,0
1054,41,103.25,14.0,1,4
1055,15,0.0,0.0,0,5
1056,23,96.2,13.0,1,3
1057,47,150.5,21.0,1,23
1058,62,340.0,40.0,1,8
1059,31,66.0,8.0,1,-1
1060,32,190.15384615384616,24.0,1,0
1061,17,75.42857142857143,8.0,1,1
1062,24,30.0,3.0,0,-2
1063,46,156.0,24.0,1,19
1064,7,17.0,2.0,0,0
1065,16,67.2,8.0,0,5
1066,39,136.0,14.0,1,0
1067,12,26.4,3.0,1,1
1068,56,108.8,16.0,1,7
1069,12,8.8,1.0,1,4
1070,22,80.0,10.0,0,-2
1071,73,280.0,40.0,1,0
1072,67,120.4,14.0,1,19
1073,25,184.5,18.0,1,10
1074,33,140.44444444444446,16.0,1,4
1075,7,15.25,2.0,1,3
1076,438,2201.7272727272725,299.0,1,-25
1077,17,57.2,11.0,1,4
1078,16,7.5,1.0,1,5
1079,395,1804.0,176.0,1,-35
1080,12,14.0,2.0,1,-1
1081,23,115.14285714285714,13.0,0,1
1082,24,49.714285714285715,6.0,1,-1
1083,44,117.0,12.0,0,7
1084,33,77.14285714285714,12.0,0,13
1085,62,264.0,33.0,1,27
1086,33,183.0,27.0,1,3
1087,37,166.22222222222223,22.0,1,1
1088,18,122.2,13.0,0,7
1089,13,37.142857142857146,4.0,1,4
1090,6,7.5,1.0,1,1
1091,18,55.22222222222222,7.0,1,0
1092,9,66.11111111111111,7.0,1,0
1093,43,24.6,3.0,0,12
1094,44,23.142857142857142,3.0,1,8
1095,10,36.0,5.0,0,1
1096,14,97.3076923076923,11.0,1,0
1097,11,0.0,0.0,0,0
1098,9,64.0,8.0,1,0
1099,87,161.0,23.0,1,20
1100,25,45.333333333333336,6.0,0,11
1101,6,16.8,2.0,0,2
1102,14,27.3,3.0,1,2
1103,57,326.6666666666667,49.0,1,25
1104,27,167.75,22.0,1,11
1105,9,16.0,2.0,1,-1
1106,28,132.57142857142858,16.0,1,5
1107,25,97.16666666666667,11.0,1,0
1108,49,355.8333333333333,35.0,1,18
1109,11,37.5,5.0,1,0
1110,105,267.75,34.0,1,49
1111,135,737.0,77.0,1,34
1112,34,8.6,1.0,0,-5
1113,14,66.0,11.0,0,4
1114,34,216.0,27.0,1,3
1115,27,49.714285714285715,6.0,0,3
1116,11,59.0,5.0,1,0
1117,61,94.25,13.0,0,-11
1118,13,74.0,10.0,0,0
1119,14,45.6,6.0,0,4
1120,29,73.33333333333333,10.0,1,4
1121,103,372.6666666666667,43.0,1,-15
1122,13,75.0,9.0,1,4
1123,14,20.5,2.0,0,3
1124,7,7.333333333333333,1.0,1,2
1125,15,98.0,10.0,1,2
1126,20,132.0,15.0,1,2
1127,19,110.5,13.0,0,1
1128,14,36.0,6.0,0,1
1129,47,240.28571428571428,29.0,1,6
1130,16,105.0,12.0,1,4
1131,17,33.75,5.0,1,-2
1132,84,101.14285714285714,12.0,1,32
1133,5,0.0,0.0,0,0
1134,10,27.0,3.0,0,2
1135,14,48.75,6.0,1,2
1136,21,108.77777777777777,11.0,1,8
1137,23,88.0,11.0,1,4
1138,29,178.88888888888889,23.0,1,-5
1139,17,58.333333333333336,7.0,0,6
1140,11,23.0,3.0,1,0
1141,8,35.333333333333336,4.0,0,2
1142,11,30.22222222222222,4.0,1,-1
1143,105,675.0,90.0,1,34
1144,8,40.0,5.0,0,0
1145,65,138.46153846153845,18.0,1,7
1146,41,148.75,17.0,1,-7
1147,32,104.5,11.0,1,0
1148,56,385.4,47.0,1,21
1149,14,61.25,7.0,1,1
1150,9,21.375,3.0,1,3
1151,16,48.8,8.0,0,4
1152,17,126.85714285714286,12.0,1,3
1153,45,23.25,3.0,0,-8
1154,14,95.33333333333333,11.0,1,5
1155,16,73.5,7.0,1,7
1156,36,262.09090909090907,31.0,1,13
1157,8,36.0,5.0,1,2
1158,5,41.142857142857146,4.0,0,2
1159,14,10.5,1.0,1,2
1160,68,444.6,57.0,1,-9
1161,26,54.54545454545455,8.0,0,0
1162,32,124.0,16.0,1,10
1163,17,31.5,4.0,0,0
1164,10,16.666666666666668,2.0,1,0
1165,12,37.857142857142854,5.0,1,0
1166,42,216.0,27.0,0,-4
1167,44,234.0,26.0,1,3
1168,116,886.5714285714286,107.0,1,28
1169,20,36.875,5.0,0,5
1170,14,41.25,5.0,0,0
1171,109,174.3,21.0,1,-13
1172,15,48.6,6.0,0,0
1173,182,828.0,92.0,1,38
1174,10,46.5,6.0,0,2
1175,22,8.444444444444445,1.0,0,0
1176,8,36.0,6.0,1,-1
1177,12,35.0,6.0,1,2
1178,16,40.0,5.0,1,0
1179,20,120.88888888888889,16.0,1,0
1180,39,127.5,15.0,1,6
1181,18,94.28571428571429,12.0,0,2
1182,9,74.0,7.0,0,3
1183,19,93.33333333333333,12.0,1,0
1184,26,78.0,12.0,0,8
1185,20,32.0,4.0,1,3
1186,19,7.230769230769231,1.0,1,8
1187,32,136.0,16.0,1,0
1188,17,95.33333333333333,13.0,0,-2
1189,54,162.0,27.0,1,-8
1190,21,35.6,4.0,1,5
1191,31,77.0,11.0,1,13
1192,58,334.3333333333333,34.0,1,23
1193,17,51.0,6.0,1,3
1194,65,254.2,41.0,1,0
1195,52,310.42857142857144,41.0,1,2
1196,14,87.75,9.0,0,1
1197,29,88.8,12.0,1,5
1198,78,76.66666666666667,10.0,1,-4
1199,90,312.0,39.0,1,21
1200,17,51.8,7.0,1,2
1201,38,221.0,26.0,1,9
1202,23,25.0,3.0,0,0
1203,16,36.5625,5.0,0,0
1204,8,12.0,2.0,0,3
1205,54,286.0,39.0,1,0
1206,45,120.0,15.0,1,15
1207,9,73.0,8.0,1,1
1208,37,166.75,23.0,1,16
1209,6,16.428571428571427,2.0,1,2
1210,19,91.0,13.0,1,-1
1211,21,105.6,12.0,1,7
1212,24,119.6,13.0,1,8
1213,40,72.28571428571429,11.0,0,9
1214,65,459.1666666666667,58.0,1,2
1215,14,36.0,4.0,0,0
1216,17,107.8,14.0,1,-2
1217,8,41.875,5.0,0,1
1218,27,100.0,15.0,1,5
1219,24,77.0,8.0,0,0
1220,55,42.5,5.0,1,6
1221,13,41.0,5.0,1,0
1222,14,50.666666666666664,8.0,1,4
1223,7,9.363636363636363,1.0,0,0
1224,20,119.0,14.0,1,2
1225,44,297.5,35.0,1,0
1226,17,21.5,3.0,0,-2
1227,22,56.0,8.0,1,-1
1228,35,68.0,8.0,1,13
1229,11,37.30769230769231,5.0,1,1
1230,9,46.666666666666664,5.0,0,0
1231,66,179.2,28.0,1,-4
1232,13,26.625,3.0,1,2
1233,8,13.777777777777779,2.0,0,3
1234,83,383.3333333333333,46.0,1,29
1235,20,109.2,13.0,1,0
1236,30,91.14285714285714,11.0,1,7
1237,6,24.0,3.0,1,0
1238,12,50.666666666666664,8.0,1,4
1239,35,62.4,8.0,1,7
1240,31,240.7,29.0,1,12
1241,15,56.888888888888886,8.0,1,0
1242,23,157.2,18.0,1,7
1243,71,60.0,8.0,0,-7
1244,24,136.28571428571428,18.0,1,5
1245,10,36.666666666666664,4.0,1,3
1246,14,30.0,4.0,0,3
1247,198,885.7142857142857,100.0,1,-21
1248,26,127.5,17.0,1,6
1249,175,572.0,66.0,1,38
1250,14,82.125,9.0,1,2
1251,30,86.4,12.0,1,-3
1252,21,13.0,2.0,0,1
1253,12,62.4,8.0,1,4
1254,84,220.0,28.0,1,-5
1255,10,22.285714285714285,3.0,0,-1
1256,9,33.888888888888886,5.0,1,3
1257,13,75.6,9.0,1,0
1258,36,80.0,10.0,1,1
1259,64,189.0,36.0,1,17
1260,98,381.25,50.0,1,-10
1261,48,364.57142857142856,44.0,1,19
1262,8,9.0,1.0,1,0
1263,10,21.857142857142858,3.0,0,0
1264,16,36.0,4.0,0,2
1265,43,65.0,8.0,1,10
1266,6,19.5,3.0,0,0
1267,20,80.0,10.0,1,-2
1268,33,170.1,21.0,1,3
1269,19,112.0,16.0,1,-3
1270,13,61.0,9.0,1,2
1271,28,132.0,18.0,1,0
1272,86,322.0,49.0,1,10
1273,26,45.5,7.0,0,7
1274,11,22.5,3.0,0,2
1275,70,105.6,16.0,1,-7
1276,13,27.0,5.0,1,-2
1277,22,50.25,6.0,1,-1
1278,27,34.22222222222222,4.0,1,-1
1279,71,358.375,47.0,1,-5
1280,51,181.55555555555554,19.0,1,19
1281,37,245.0,35.0,1,-6
1282,21,101.83333333333333,13.0,0,2
1283,14,114.85714285714286,12.0,1,1
1284,31,82.5,10.0,1,-1
1285,33,174.8,23.0,1,11
1286,60,54.0,6.0,0,-8
1287,33,91.0,13.0,1,10
1288,28,122.66666666666667,16.0,1,3
1289,20,40.285714285714285,6.0,0,-1
1290,21,83.33333333333333,10.0,1,4
1291,57,165.45454545454547,20.0,1,4
1292,43,98.0,12.0,1,13
1293,31,105.0,15.0,1,15
1294,19,67.5,9.0,1,1
1295,14,73.33333333333333,8.0,1,-1
1296,7,21.0,3.0,1,-1
1297,31,22.5,3.0,0,1
1298,18,186.66666666666666,14.0,1,5
1299,20,72.8,8.0,0,7
1300,9,7.833333333333333,1.0,1,-1
1301,14,104.0,12.0,0,0
1302,26,142.5,19.0,0,2
1303,20,114.0,14.0,1,0
1304,13,24.5,3.0,1,5
1305,11,57.166666666666664,7.0,0,-1
1306,31,187.0,22.0,1,15
1307,10,48.0,6.0,1,4
1308,19,116.66666666666667,14.0,1,-1
1309,15,45.6,6.0,1,-1
1310,19,66.0,12.0,0,1
1311,66,300.0,36.0,1,20
1312,114,552.0,72.0,1,18
1313,27,102.375,13.0,1,3
1314,7,7.25,1.0,0,0
1315,32,127.5,15.0,1,-4
1316,17,83.11111111111111,11.0,1,2
1317,42,142.5,15.0,1,-4
1318,36,147.0,18.0,0,-2
1319,50,183.33333333333334,25.0,1,13
1320,12,7.571428571428571,1.0,1,5
1321,26,56.0,7.0,0,11
1322,26,165.8181818181818,19.0,1,11
1323,12,8.571428571428571,1.0,1,0
1324,82,268.8,32.0,1,22
1325,14,55.714285714285715,6.0,1,0
1326,10,6.75,1.0,1,4
1327,8,47.45454545454545,6.0,1,0
1328,33,122.57142857142857,11.0,1,6
1329,14,70.83333333333333,10.0,1,5
1330,13,40.57142857142857,4.0,0,0
1331,28,97.5,15.0,1,4
1332,13,32.142857142857146,3.0,1,-1
1333,189,590.625,63.0,1,52
1334,58,140.4,13.0,1,-6
1335,40,171.0,24.0,0,18
1336,16,18.666666666666668,2.0,0,2
1337,24,24.0,3.0,0,-3
1338,8,39.75,6.0,1,2
1339,7,0.0,0.0,0,0
1340,9,6.666666666666667,1.0,1,3
1341,27,213.88888888888889,25.0,1,-3
1342,413,3021.4285714285716,282.0,1,29
1343,17,98.0,14.0,0,4
1344,16,89.83333333333333,11.0,1,0
1345,8,22.5,3.0,0,1
1346,35,171.0,18.0,1,0
1347,7,17.75,2.0,0,3
1348,29,199.5,21.0,1,13
1349,24,121.14285714285714,16.0,1,6
1350,17,101.25,15.0,1,6
1351,20,86.42857142857143,11.0,1,-1
1352,33,176.0,22.0,0,0
1353,13,69.71428571428571,8.0,1,0
1354,154,534.2857142857143,85.0,1,71
1355,15,96.0,12.0,1,-2
1356,23,14.4,2.0,1,4
1357,25,114.54545454545455,15.0,1,2
1358,42,177.57142857142858,22.0,1,19
1359,20,92.71428571428571,11.0,1,7
1360,13,60.375,7.0,0,0
1361,137,249.84615384615384,28.0,1,2
1362,10,76.0909090909091,9.0,1,0
1363,27,119.6,13.0,1,-1
1364,50,240.0,40.0,1,0
1365,20,80.0,10.0,1,-2
1366,27,148.57142857142858,20.0,1,-4
1367,18,16.545454545454547,2.0,0,-2
1368,40,92.0,12.0,0,0
1369,12,32.0,4.0,0,-2
1370,18,100.71428571428571,15.0,1,0
1371,7,27.0,3.0,0,1
1372,75,173.57142857142858,27.0,1,32
1373,42,100.8,12.0,1,12
1374,13,71.4,7.0,0,1
1375,26,46.5,6.0,1,0
1376,33,32.0,4.0,1,-5
1377,8,32.36363636363637,4.0,0,1
1378,26,70.2,9.0,1,-5
1379,12,25.285714285714285,3.0,0,5
1380,12,21.75,3.0,1,2
1381,11,32.666666666666664,4.0,0,-1
1382,72,430.0,60.0,1,26
1383,73,70.5,9.0,1,20
1384,42,377.0,39.0,1,9
1385,23,141.1,17.0,1,-2
1386,16,59.111111111111114,7.0,1,4
1387,14,98.0,12.0,1,4
1388,14,27.0,3.0,0,2
1389,7,6.777777777777778,1.0,0,0
1390,118,439.22222222222223,67.0,1,58
1391,9,37.0,5.0,0,4
1392,26,59.5,7.0,1,11
1393,16,65.54545454545455,7.0,1,-1
1394,10,52.5,6.0,0,0
1395,131,693.75,75.0,1,43
1396,40,193.85714285714286,23.0,1,8
1397,32,120.0,12.0,1,10
1398,16,78.0,9.0,1,3
1399,42,114.66666666666667,16.0,0,1
1400,34,133.4,23.0,1,-3
1401,12,34.0,4.0,1,5
1402,17,79.5,12.0,1,0
1403,23,36.0,5.0,1,0
1404,95,257.25,42.0,1,30
1405,9,7.0,1.0,0,4
1406,13,62.4,8.0,1,5
1407,13,17.555555555555557,2.0,1,4
1408,33,171.22222222222223,23.0,1,9
1409,18,36.42857142857143,5.0,0,6
1410,43,223.66666666666666,33.0,1,5
1411,73,242.83333333333334,31.0,1,-8
1412,16,31.0,4.0,1,4
1413,46,137.5,15.0,0,12
1414,54,221.45454545454547,29.0,1,13
1415,22,64.8,9.0,0,10
1416,38,43.75,5.0,1,14
1417,16,123.5,13.0,0,3
1418,29,53.0,6.0,1,-1
1419,21,67.6,13.0,1,4
1420,23,105.0,15.0,1,6
1421,26,47.142857142857146,6.0,0,8
1422,22,22.2,3.0,0,-2
1423,13,56.57142857142857,6.0,0,0
1424,12,83.28571428571429,11.0,1,1
1425,21,107.25,13.0,1,4
1426,6,42.5,5.0,1,0
1427,8,0.0,0.0,1,0
1428,34,130.46153846153845,16.0,0,8
1429,9,32.0,4.0,0,0
1430,24,75.16666666666667,11.0,1,8
1431,56,181.44444444444446,23.0,0,0
1432,152,909.0,101.0,1,0
1433,13,57.42857142857143,6.0,1,4
1434,49,136.4,22.0,1,-7
1435,55,433.5,51.0,1,14
1436,40,292.9,29.0,1,3
1437,32,158.4,18.0,1,7
1438,39,47.25,7.0,0,14
1439,15,27.0,3.0,1,2
1440,102,213.0,27.0,0,-17
1441,50,180.0,27.0,1,15
1442,7,15.333333333333334,2.0,0,0
1443,15,70.54545454545455,8.0,1,1
1444,9,51.111111111111114,5.0,1,3
1445,34,155.25,27.0,1,-1
1446,24,82.0,11.0,1,0
1447,26,22.25,3.0,1,1
1448,64,29.142857142857142,4.0,1,20
1449,32,176.4,21.0,1,-3
1450,22,69.33333333333333,8.0,1,4
1451,60,230.28571428571428,31.0,1,13
1452,64,296.22222222222223,31.0,1,-9
1453,10,77.33333333333333,8.0,1,2
1454,13,23.666666666666668,3.0,0,1
1455,51,31.428571428571427,4.0,0,15
1456,43,177.33333333333334,21.0,1,21
1457,55,223.71428571428572,29.0,1,2
1458,33,125.33333333333333,16.0,1,8
1459,26,36.0,6.0,0,-3
1460,25,119.0,14.0,1,0
1461,10,15.25,2.0,1,3
1462,20,68.8,8.0,1,-3
1463,47,202.88888888888889,22.0,1,13
1464,32,109.28571428571429,15.0,0,3
1465,21,16.0,2.0,1,2
1466,31,283.2,24.0,1,1
1467,15,48.0,7.0,0,7
1468,25,66.66666666666667,8.0,1,9
1469,22,70.2,9.0,1,0
1470,93,430.0,60.0,1,36
1471,22,89.22222222222223,11.0,1,4
1472,16,74.57142857142857,9.0,0,3
1473,16,75.0,10.0,0,-2
1474,28,78.0,10.0,1,10
1475,17,72.5625,9.0,1,7
1476,41,222.75,27.0,1,12
1477,12,60.75,9.0,1,0
1478,58,167.83333333333334,19.0,1,13
1479,37,102.0,10.0,0,0
1480,10,59.5,7.0,0,1
1481,12,44.57142857142857,6.0,1,0
1482,20,70.875,9.0,1,-1
1483,14,96.9090909090909,13.0,1,2
1484,8,30.4,4.0,0,0
1485,29,222.0,24.0,0,-3
1486,20,14.333333333333334,2.0,1,5
1487,35,243.0,27.0,1,-1
1488,9,67.2,7.0,1,2
1489,14,111.42857142857143,12.0,1,0
1490,19,58.666666666666664,6.0,1,0
1491,6,17.333333333333332,2.0,1,0
1492,16,113.57142857142857,15.0,1,3
1493,53,405.0,45.0,1,23
1494,25,32.0,4.0,0,1
1495,44,213.125,31.0,1,21
1496,17,78.0,12.0,0,4
1497,8,31.11111111111111,5.0,0,1
1498,73,204.6,33.0,1,-11
1499,21,72.22222222222223,10.0,0,5
1500,12,66.375,9.0,1,0
1501,18,80.0,10.0,0,2
1502,17,44.0,6.0,1,7
1503,10,41.666666666666664,5.0,1,4
1504,60,312.5,50.0,1,-1
1505,14,69.125,7.0,1,0
1506,28,49.8,6.0,0,-4
1507,40,112.125,13.0,0,15
1508,38,50.0,8.0,1,1
1509,15,58.0,6.0,0,-1
1510,7,0.0,0.0,0,1
1511,16,53.333333333333336,6.0,1,-1
1512,16,80.66666666666667,11.0,0,4
1513,16,40.285714285714285,6.0,1,4
1514,13,67.5,9.0,1,-1
1515,35,64.0,8.0,1,17
1516,82,329.0,47.0,1,-4
1517,111,594.5,87.0,1,-11
1518,17,117.6,14.0,0,0
1519,38,61.25,7.0,1,6
1520,16,95.0,10.0,0,0
1521,13,67.66666666666667,7.0,1,0
1522,26,152.0,19.0,1,3
1523,16,34.666666666666664,4.0,1,3
1524,9,30.0,3.0,0,0
1525,56,141.66666666666666,17.0,1,-4
1526,70,135.375,19.0,0,-8
1527,44,234.5,28.0,1,-5
1528,55,85.5,12.0,1,-5
1529,11,0.0,0.0,1,0
1530,24,32.57142857142857,4.0,1,0
1531,26,92.25,9.0,1,7
1532,314,1286.25,245.0,1,139
1533,10,45.333333333333336,6.0,1,3
1534,11,77.0,7.0,1,2
1535,17,88.0,11.0,1,5
1536,22,140.85714285714286,17.0,1,9
1537,11,51.0,6.0,0,3
1538,22,120.0,18.0,0,-2
1539,16,99.42857142857143,12.0,1,1
1540,56,81.0,10.0,0,-11
1541,57,111.71428571428571,17.0,1,-9
1542,28,80.6,13.0,1,6
1543,10,32.0,4.0,1,4
1544,18,34.0,4.0,1,8
1545,13,47.833333333333336,7.0,0,3
1546,27,136.0,16.0,1,-4
1547,14,58.333333333333336,7.0,1,1
1548,10,65.25,9.0,1,4
1549,20,26.333333333333332,3.0,1,3
1550,21,100.5,12.0,1,4
1551,17,144.0,16.0,1,8
1552,12,31.333333333333332,4.0,1,5
1553,10,48.8,6.0,0,1
1554,20,117.0,13.0,1,-3
